SAMPID,SMATSSCR,SMCENTER,SMPTHNTS,SMRIN,SMTS,SMTSD,SMUBRID,SMTSISCH,SMTSPAX,SMNABTCH,SMNABTCHT,SMNABTCHD,SMGEBTCH,SMGEBTCHD,SMGEBTCHT,SMAFRZE,SMGTC,SME2MPRT,SMCHMPRS,SMNTRART,SMNUMGPS,SMMAPRT,SMEXNCRT,SM550NRM,SMGNSDTC,SMUNMPRT,SM350NRM,SMRDLGTH,SMMNCPB,SME1MMRT,SMSFLGTH,SMESTLBS,SMMPPD,SMNTERRT,SMRRNANM,SMRDTTL,SMVQCFL,SMMNCV,SMTRSCPT,SMMPPDPR,SMCGLGTH,SMGAPPCT,SMUNPDRD,SMNTRNRT,SMMPUNRT,SMEXPEFF,SMMPPDUN,SME2MMRT,SME2ANTI,SMALTALG,SME2SNSE,SMMFLGTH,SME1ANTI,SMSPLTRD,SMBSMMRT,SME1SNSE,SME1PCTS,SMRRNART,SME1MPRT,SMNUM5CD,SMDPMPRT,SME2PCTS
GTEX-16MTA-1326-SM-6PALX,0.0,B1,2 pieces,6.7,Adipose Tissue,Adipose - Visceral (Omentum),0010414,152.0,1002.0,BP-51398,RNA Extraction from Paxgene-derived Lysate Plate Based,04/09/2014,"LCSET-5864,LCSET-5875",08/23/2014,TruSeq.v1,RNASEQ,,0.9775889999999999,212762.0,0.980035,,0.9864120000000001,0.878452,,23647.0,1.0,,76.0,,0.00297253,376.0,0.0,104973000.0,0.019734599999999998,1465450.0,106419000.0,11866800.0,,23666.0,51904400.0,,,0.0,0.101583,0.9864120000000001,0.866516,104973000.0,0.00590075,23010300.0,11481800.0,23158000.0,379.0,23443200.0,17151300.0,0.00442354,23601900.0,50.1687,0.013770600000000001,0.9952350000000001,,0.0,50.1599
GTEX-16MTA-1626-SM-6M47N,0.0,B1,6 pieces; relatively well trimmed with some residual attached fat,7.6,Colon,Colon - Sigmoid,0001159,174.0,980.0,BP-51398,RNA Extraction from Paxgene-derived Lysate Plate Based,04/09/2014,LCSET-5861,08/08/2014,TruSeq.v1,RNASEQ,,0.993814,157791.0,0.9766819999999999,,0.995482,0.851242,,20831.0,1.0,,76.0,,0.00220668,153.0,0.0,65006700.0,0.023025099999999996,447545.0,65301700.0,8533870.0,,20842.0,32398900.0,,,0.0,0.125441,0.995482,0.8473950000000001,65006700.0,0.00329088,14158200.0,5804150.0,14184500.0,161.0,14184600.0,11660400.0,0.00274787,14259300.0,50.1314,0.00685349,0.99715,,0.0,50.0463
GTEX-16XZY-0526-SM-7DHKY,1.0,B1,2 pieces; one consists of myocardium and ~30-40% fibrous tissue with focal fat; other consists of myocardium and intramuscular vessles (arrows),8.3,Heart,Heart - Atrial Appendage,0006631,469.0,657.0,BP-52186,RNA Extraction from Paxgene-derived Lysate Plate Based,04/29/2014,LCSET-6441,01/14/2015,TruSeq.v1,RNASEQ,,0.99265,206437.0,0.9836879999999999,,0.9938879999999999,0.855483,,22424.0,1.0,,76.0,,0.00317758,370.0,0.0,122429000.0,0.015759799999999997,2688620.0,123182000.0,9036700.0,,22443.0,60974100.0,,,0.0,0.12820499999999999,0.9938879999999999,0.8502540000000001,122429000.0,0.0047983,26033500.0,24880100.0,26486600.0,349.0,26392600.0,18009900.0,0.00398693,26243100.0,49.858000000000004,0.0218264,0.9951260000000001,,0.0,50.4313
GTEX-16XZZ-0011-R9b-SM-7DHKX,,"C1, A1",,8.0,Brain,Brain - Spinal cord (cervical c-1),0006469,322.0,,BP-52531,RNA isolation_PAXgene Tissue miRNA,05/07/2014,LCSET-6441,01/14/2015,TruSeq.v1,RNASEQ,,0.9898239999999999,393328.0,0.958573,,0.990772,0.784841,,22994.0,1.0,,76.0,,0.00346712,156.0,0.0,64981100.0,0.0409568,801156.0,65586300.0,5137360.0,,23017.0,32294400.0,,,0.0,0.173731,0.990772,0.7775989999999999,64981100.0,0.00539681,14400300.0,9567560.0,14545100.0,153.0,14509000.0,9759810.0,0.00443104,14497100.0,49.9795,0.012215299999999998,0.99172,,0.0,50.2501
GTEX-16XZZ-0526-SM-7KUF1,1.0,C1,2 pieces,7.8,Muscle,Muscle - Skeletal,0011907,463.0,744.0,BP-51398,RNA Extraction from Paxgene-derived Lysate Plate Based,04/09/2014,LCSET-6679,03/07/2015,TruSeq.v1,RNASEQ,,0.984057,546311.0,0.9824879999999999,,0.9900950000000001,0.874724,,21465.0,1.0,,76.0,,0.00262704,386.0,0.0,118508000.0,0.0172748,1512000.0,119694000.0,10554700.0,,21478.0,58740600.0,,,0.0,0.10776300000000001,0.9900950000000001,0.86606,118508000.0,0.00346826,26192600.0,13708100.0,26233800.0,334.0,26564400.0,22712500.0,0.00304508,26512100.0,49.9508,0.012632299999999999,0.996134,,0.0,50.0393
GTEX-16XZZ-1426-SM-7KUE3,1.0,C1,6 pieces; well dissected; thin  flat plaques,6.3,Blood Vessel,Artery - Aorta,0001496,493.0,719.0,BP-51066,RNA Extraction from Paxgene-derived Lysate Plate Based,04/02/2014,LCSET-6679,03/07/2015,TruSeq.v1,RNASEQ,,0.989549,263933.0,0.976392,,0.9925069999999999,0.824788,,22374.0,1.0,,76.0,,0.00304122,205.0,0.0,92293900.0,0.0231922,240347.0,92990700.0,7842080.0,,22393.0,45855700.0,,,0.0,0.151604,0.9925069999999999,0.818608,92293900.0,0.00339128,19621900.0,8539170.0,19876200.0,253.0,19956200.0,18532400.0,0.00321573,19800700.0,49.8045,0.00258464,0.9954649999999999,,0.0,50.3219
GTEX-16YQH-0011-R10b-SM-7LT8U,,"C1, A1",,6.9,Brain,Brain - Frontal Cortex (BA9),0009834,814.0,,BP-52533,RNA isolation_PAXgene Tissue miRNA,05/08/2014,LCSET-6683,03/14/2015,TruSeq.v1,RNASEQ,,0.9882920000000001,849204.0,0.958421,,0.992022,0.8400610000000001,,24818.0,1.0,,76.0,,0.00289512,271.0,0.0,109776000.0,0.0410824,4980960.0,110658000.0,11745700.0,,24840.0,54526800.0,,,0.0,0.11835899999999999,0.992022,0.833359,109776000.0,0.00407384,23885700.0,28144700.0,23989700.0,305.0,24136400.0,13144800.0,0.00348226,24099400.0,49.9617,0.045012,0.995751,,0.0,50.1087
GTEX-16YQH-0011-R5b-SM-7938U,,"C1, A1",,9.3,Brain,Brain - Caudate (basal ganglia),0001873,814.0,,BP-52531,RNA isolation_PAXgene Tissue miRNA,05/07/2014,"LCSET-6376,LCSET-6778",02/19/2015,TruSeq.v1,RNASEQ,,0.993252,1190760.0,0.944857,,0.9943559999999999,0.8663870000000001,,21891.0,1.0,,76.0,,0.00215788,147.0,0.0,61206200.0,0.0544876,1750360.0,61553600.0,4797510.0,,21903.0,30425400.0,,,0.0,0.07846950000000001,0.9943559999999999,0.861497,61206200.0,0.00287529,13253200.0,23331000.0,13221400.0,169.0,13335600.0,9556200.0,0.00251618,13239100.0,49.8183,0.0284363,0.995459,,0.0,49.9401
GTEX-17EUY-0426-SM-793BD,0.0,B1,"6 pieces; well trimmed with minimal internal fat, epidermis measures 45 microns",7.8,Skin,Skin - Sun Exposed (Lower leg),0004264,388.0,731.0,BP-52186,RNA Extraction from Paxgene-derived Lysate Plate Based,04/29/2014,LCSET-6379,01/14/2015,TruSeq.v1,RNASEQ,,0.99351,344355.0,0.9726309999999999,,0.994775,0.783995,,24007.0,1.0,,76.0,,0.00302538,186.0,0.0,85545800.0,0.0271108,420631.0,85995100.0,11501100.0,,24037.0,42619900.0,,,0.0,0.188636,0.994775,0.779899,85545800.0,0.00373668,18827600.0,8852460.0,18861600.0,197.0,18902300.0,14231600.0,0.00338058,18891700.0,49.986000000000004,0.00489134,0.9960399999999999,,0.0,50.0451
GTEX-17EVQ-1926-SM-7IGOF,1.0,C1,"6 pieces, squamous mucosa up to ~0.5mm, ~50% thickness",6.0,Esophagus,Esophagus - Mucosa,0006920,1035.0,1282.0,BP-52710,RNA Extraction from Paxgene-derived Lysate Plate Based,05/14/2014,LCSET-6446,03/04/2015,TruSeq.v1,RNASEQ,,0.9948950000000001,447427.0,0.963966,,0.995165,0.8104560000000001,,21960.0,1.0,,76.0,,0.00197619,157.0,0.0,73960400.0,0.0358913,1223980.0,74319700.0,2705160.0,,21978.0,36871300.0,,,0.0,0.15350999999999998,0.995165,0.806537,73960400.0,0.00250299,16301700.0,13447800.0,16546800.0,201.0,16529500.0,10511500.0,0.00223952,16345900.0,49.7208,0.0164692,0.9954360000000001,,0.0,50.3731
GTEX-17EVQ-2826-SM-7IGQK,1.0,C1,"4 pieces, no abnormalites",5.8,Brain,Brain - Cortex,0001870,1060.0,1263.0,BP-52241,RNA Extraction from Paxgene-derived Lysate Plate Based,04/30/2014,LCSET-6446,03/04/2015,TruSeq.v1,RNASEQ,,0.994597,649136.0,0.955516,,0.995202,0.825161,,23092.0,1.0,,76.0,,0.00208774,267.0,0.0,78027900.0,0.044247800000000004,4834670.0,78404100.0,2466580.0,,23106.0,38900900.0,,,0.0,0.130355,0.995202,0.8212010000000001,78027900.0,0.00258245,16764600.0,25371400.0,17286800.0,288.0,17117100.0,7264360.0,0.00233495,16977100.0,49.7948,0.0616634,0.995807,,0.0,50.7667
GTEX-17F96-2126-SM-7KFSM,1.0,C1,6 pieces; well dissected,6.4,Colon,Colon - Sigmoid,0001159,572.0,1062.0,BP-53009,RNA Extraction from Paxgene-derived Lysate Plate Based,05/20/2014,LCSET-6680,02/26/2015,TruSeq.v1,RNASEQ,,0.991323,241881.0,0.9684879999999999,,0.9928969999999999,0.8113600000000001,,22653.0,1.0,,76.0,,0.00286164,192.0,0.0,83026400.0,0.0313041,497033.0,83620400.0,6341860.0,,22674.0,41304900.0,,,0.0,0.157128,0.9928969999999999,0.805597,83026400.0,0.0032271,17618800.0,6907260.0,17948900.0,204.0,17899900.0,13696400.0,0.00304408,17794300.0,49.8521,0.00594392,0.9944709999999999,,0.0,50.464
GTEX-17F98-1826-SM-7DUFK,1.0,B1,6 pieces; well dissected muscle,7.5,Esophagus,Esophagus - Gastroesophageal Junction,0004550,325.0,589.0,BP-52710,RNA Extraction from Paxgene-derived Lysate Plate Based,05/14/2014,LCSET-6442,01/24/2015,TruSeq.v1,RNASEQ,,0.992085,393837.0,0.9729780000000001,,0.9931209999999999,0.8331649999999999,,23121.0,1.0,,76.0,,0.00276596,217.0,0.0,92008300.0,0.0267651,346565.0,92645500.0,8349370.0,,23142.0,45799100.0,,,0.0,0.13981400000000002,0.9931209999999999,0.827433,92008300.0,0.00439057,19884600.0,8078290.0,20092500.0,232.0,20099300.0,16130900.0,0.00357742,19969300.0,49.8377,0.00374076,0.994158,,0.0,50.26
GTEX-17F9E-0008-SM-EAZB5,,B1,,10.0,Skin,Cells - Cultured fibroblasts,EFO_0002009,216.0,,BP-53459,RNA isolation_Trizol Manual (Cell Pellet),06/03/2014,LCSET-10518,05/03/2017,TruSeq.v1,RNASEQ,,0.9934799999999999,239358.0,0.9801540000000001,,0.9943129999999999,0.854816,,20475.0,1.0,,76.0,,0.00176639,155.0,0.0,78167900.0,0.0195168,391074.0,78614900.0,5848430.0,,20489.0,38981800.0,,,0.0,0.125338,0.9943129999999999,0.8499549999999999,78167900.0,0.00267099,17705400.0,8012460.0,17752300.0,160.0,17740200.0,21496600.0,0.00221831,17780500.0,50.0567,0.00497455,0.9951459999999999,,0.0,50.0662
GTEX-17F9E-1026-SM-7DUF1,1.0,B1,"6 pieces, target gastroesophageal junction muscularis, switched with -0925",7.3,Esophagus,Esophagus - Gastroesophageal Junction,0004550,278.0,506.0,BP-52186,RNA Extraction from Paxgene-derived Lysate Plate Based,04/29/2014,LCSET-6442,01/24/2015,TruSeq.v1,RNASEQ,,0.9920120000000001,542431.0,0.9741620000000001,,0.9929100000000001,0.80392,,23334.0,1.0,,76.0,,0.00275885,279.0,0.0,103823000.0,0.025568900000000002,918079.0,104564000.0,9301680.0,,23369.0,51688400.0,,,0.0,0.170243,0.9929100000000001,0.7982199999999999,103823000.0,0.00421876,22587400.0,11814800.0,22845200.0,307.0,22954700.0,16833500.0,0.00348815,22569700.0,49.5772,0.00878005,0.993807,,0.0,50.2837
GTEX-17F9Y-0726-SM-7LT9G,1.0,C1,"2 pieces, interstital fasca/vascular elements are ~20%",6.4,Adipose Tissue,Adipose - Visceral (Omentum),0010414,534.0,973.0,BP-53009,RNA Extraction from Paxgene-derived Lysate Plate Based,05/20/2014,LCSET-6683,03/14/2015,TruSeq.v1,RNASEQ,,0.989568,493743.0,0.9712540000000001,,0.9921209999999999,0.7861739999999999,,25612.0,1.0,,76.0,,0.00274129,285.0,0.0,144701000.0,0.028396499999999998,1806610.0,145850000.0,16010100.0,,25658.0,71922300.0,,,0.0,0.185081,0.9921209999999999,0.779979,144701000.0,0.00374519,31621900.0,24774400.0,31948400.0,324.0,32119500.0,24396600.0,0.00324194,31810700.0,49.7585,0.0123868,0.994674,,0.0,50.2567
GTEX-17GQL-0626-SM-731CN,1.0,B1,"2 pieces, no abnormalities",7.4,Heart,Heart - Atrial Appendage,0006631,472.0,508.0,BP-53829,RNA Extraction from Paxgene-derived Lysate Plate Based,06/12/2014,"LCSET-6123,LCSET-6511",12/19/2014,TruSeq.v1,RNASEQ,,0.9927549999999999,177325.0,0.976347,,0.994434,0.824818,,22239.0,1.0,,76.0,,0.00264651,197.0,0.0,80006500.0,0.023439599999999998,1492880.0,80454300.0,3590910.0,,22256.0,39846400.0,,,0.0,0.151529,0.994434,0.820227,80006500.0,0.00285741,17432400.0,8881160.0,17775800.0,248.0,17682300.0,11469800.0,0.00275179,17634800.0,49.9327,0.0185556,0.9961120000000001,,0.0,50.4876
GTEX-17HG3-0226-SM-7EWEA,3.0,C1,"2 pieces; variably sized follicles, focal collections of lymphocytes",6.5,Thyroid,Thyroid,0002046,1009.0,1323.0,BP-52710,RNA Extraction from Paxgene-derived Lysate Plate Based,05/14/2014,LCSET-6444,01/28/2015,TruSeq.v1,RNASEQ,,0.991548,157386.0,0.965025,,0.9932719999999999,0.762989,,23794.0,1.0,,76.0,,0.00265903,126.0,0.0,60397600.0,0.0343191,653675.0,60806700.0,5050300.0,,23823.0,30057100.0,,,0.0,0.202037,0.9932719999999999,0.7578550000000001,60397600.0,0.00368925,13210300.0,8868230.0,13329300.0,139.0,13351700.0,8915900.0,0.00317324,13287700.0,49.88,0.0107501,0.9949950000000001,,0.0,50.2241
GTEX-17HGU-0226-SM-7DHKV,0.0,C1,6 pieces; well trimmed; 5-10% dermall fat,8.2,Skin,Skin - Sun Exposed (Lower leg),0004264,363.0,1217.0,BP-52241,RNA Extraction from Paxgene-derived Lysate Plate Based,04/30/2014,LCSET-6441,01/14/2015,TruSeq.v1,RNASEQ,,0.9910709999999999,85809.0,0.972491,,0.9924280000000001,0.792531,,23807.0,1.0,,76.0,,0.00357222,177.0,0.0,73731600.0,0.027241700000000004,238397.0,74294200.0,5721480.0,,23831.0,36711300.0,,,0.0,0.17995999999999998,0.9924280000000001,0.7865300000000001,73731600.0,0.00531553,16088700.0,7117240.0,16209500.0,161.0,16238900.0,13061600.0,0.00444268,16151200.0,49.8647,0.00320882,0.993785,,0.0,50.187
GTEX-17HHE-1826-SM-79OKE,1.0,B1,"6 pieces, well- preserved mucosa up to ~0.35mm, ~20-50% of thickness",7.2,Colon,Colon - Transverse,0001157,173.0,1210.0,BP-52710,RNA Extraction from Paxgene-derived Lysate Plate Based,05/14/2014,"LCSET-6380,LCSET-6779",02/19/2015,TruSeq.v1,RNASEQ,,0.9810770000000001,205668.0,0.974217,,0.9845969999999999,0.805409,,22986.0,1.0,,76.0,,0.00481233,125.0,0.0,60683800.0,0.0247847,631391.0,61633100.0,13350500.0,,23011.0,30170400.0,,,0.0,0.16880799999999999,0.9845969999999999,0.793004,60683800.0,0.00597853,13485900.0,7993730.0,13607100.0,138.0,13678800.0,9647340.0,0.00539334,13608200.0,49.8707,0.0102443,0.988118,,0.0,50.2237
GTEX-17HHY-0006-SM-7MXT4,,C1,,8.6,Blood,Whole Blood,0013756,591.0,,BP-51144,RNA isolation_PAXgene Blood RNA (Manual),04/04/2014,LCSET-6757,03/27/2015,TruSeq.v1,RNASEQ,,0.9531280000000001,192494.0,0.9832870000000001,,0.9628709999999999,0.791249,,18681.0,1.0,,76.0,,0.00330555,93.0,0.0,68152100.0,0.015556,214069.0,70780100.0,11801800.0,,18688.0,33648100.0,,,0.0,0.19203699999999999,0.9628709999999999,0.761871,68152100.0,0.0049128999999999996,15884800.0,103984000.0,15926200.0,109.0,16213000.0,17291200.0,0.00410109,16287200.0,50.1141,0.00302442,0.972613,,0.0,50.065
GTEX-17HHY-0526-SM-793BZ,1.0,C1,2 pieces: partly calcified sclerotic plaques with 50% lumen narrowed,7.7,Blood Vessel,Artery - Tibial,0007610,695.0,1063.0,BP-52773,RNA Extraction from Paxgene-derived Lysate Plate Based,05/15/2014,LCSET-6379,01/14/2015,TruSeq.v1,RNASEQ,,0.9930479999999999,397543.0,0.9731540000000001,,0.9943200000000001,0.800612,,22013.0,1.0,,76.0,,0.00296546,144.0,0.0,75278000.0,0.026457599999999998,312438.0,75708000.0,10460400.0,,22040.0,37485300.0,,,0.0,0.172541,0.9943200000000001,0.7960649999999999,75278000.0,0.00363706,16190500.0,5995900.0,16238100.0,162.0,16278000.0,14018200.0,0.00330083,16240400.0,49.9422,0.00412688,0.995592,,0.0,50.0735
GTEX-17HHY-1426-SM-7EWDQ,0.0,C1,2 pieces; 5% fibrosis; 5% internal fat,6.4,Heart,Heart - Left Ventricle,0006566,721.0,1043.0,BP-52710,RNA Extraction from Paxgene-derived Lysate Plate Based,05/14/2014,LCSET-6444,01/28/2015,TruSeq.v1,RNASEQ,,0.9869020000000001,178367.0,0.982575,,0.98885,0.824609,,19503.0,1.0,,76.0,,0.00205151,182.0,0.0,61791800.0,0.017334,3466470.0,62488600.0,5620800.0,,19510.0,30730700.0,,,0.0,0.157966,0.98885,0.815415,61791800.0,0.00341769,13347300.0,30919700.0,13606400.0,210.0,13628300.0,4668220.0,0.00273325,13410700.0,49.5976,0.055473699999999994,0.990798,,0.0,50.4806
GTEX-17JCI-0005-SM-7P8OL,,C1,,9.2,Blood,Whole Blood,0013756,416.0,,BP-51144,RNA isolation_PAXgene Blood RNA (Manual),04/04/2014,LCSET-6758,04/05/2015,TruSeq.v1,RNASEQ,,0.978748,383531.0,0.9785940000000001,,0.9805649999999999,0.801347,,19376.0,1.0,,76.0,,0.00282973,152.0,0.0,93156900.0,0.0207944,357037.0,95003300.0,13293100.0,,19390.0,46386100.0,,,0.0,0.17724700000000002,0.9805649999999999,0.7857729999999999,93156900.0,0.00373925,21475200.0,104534000.0,21581000.0,202.0,21646600.0,22123200.0,0.00328365,21578200.0,49.92100000000001,0.00375815,0.982382,,0.0,50.1228
GTEX-17JCI-0326-SM-7LG5H,1.0,C1,2 pieces; 15% internal fat,8.4,Muscle,Muscle - Skeletal,0011907,566.0,1421.0,BP-53009,RNA Extraction from Paxgene-derived Lysate Plate Based,05/20/2014,LCSET-6682,03/22/2015,TruSeq.v1,RNASEQ,,0.9832850000000001,412500.0,0.9848370000000001,,0.9886149999999999,0.874986,,20261.0,1.0,,76.0,,0.00299098,270.0,0.0,104135000.0,0.0148983,1498350.0,105334000.0,13877200.0,,20276.0,51632300.0,,,0.0,0.109851,0.9886149999999999,0.865025,104135000.0,0.00517375,22719400.0,19367000.0,22449800.0,262.0,22694000.0,21540100.0,0.00407648,22955600.0,50.2865,0.014224700000000002,0.9939459999999999,,0.0,49.7015
GTEX-17MF6-0011-R5a-SM-731BA,,"C1, A1",,6.5,Brain,Brain - Caudate (basal ganglia),0001873,1228.0,,BP-54542,RNA isolation_PAXgene Tissue miRNA,07/01/2014,"LCSET-6123,LCSET-6511",12/19/2014,TruSeq.v1,RNASEQ,,0.99119,361385.0,0.9663510000000001,,0.99305,0.854136,,20927.0,1.0,,76.0,,0.00250013,262.0,0.0,69514900.0,0.033508800000000005,6157950.0,70001400.0,3313780.0,,20937.0,34596000.0,,,0.0,0.11221400000000001,0.99305,0.8482,69514900.0,0.00288829,15110200.0,18841600.0,15665100.0,276.0,15505700.0,4450720.0,0.00269385,15376300.0,49.7905,0.0879689,0.994909,,0.0,50.9015
GTEX-17MF6-0926-SM-7LTAL,1.0,C1,2 pieces; 30% fibrous content,7.0,Heart,Heart - Atrial Appendage,0006631,1339.0,1259.0,BP-53102,RNA Extraction from Paxgene-derived Lysate Plate Based,05/22/2014,LCSET-6683,03/14/2015,TruSeq.v1,RNASEQ,,0.989786,411300.0,0.9735590000000001,,0.9928290000000001,0.783972,,23347.0,1.0,,76.0,,0.00252645,270.0,0.0,105598000.0,0.0262197,2734880.0,106361000.0,11763400.0,,23380.0,52477500.0,,,0.0,0.18958699999999998,0.9928290000000001,0.778351,105598000.0,0.00373321,22295200.0,16338900.0,22280900.0,296.0,22485000.0,15158100.0,0.00312798,22363200.0,49.8642,0.025713099999999996,0.995873,,0.0,49.983999999999995
GTEX-17MFQ-1126-SM-7LT9O,1.0,B1,"2 pieces, minimal fascia",8.4,Adipose Tissue,Adipose - Visceral (Omentum),0010414,328.0,473.0,BP-53009,RNA Extraction from Paxgene-derived Lysate Plate Based,05/20/2014,LCSET-6683,03/14/2015,TruSeq.v1,RNASEQ,,0.989675,374320.0,0.976197,,0.9928790000000001,0.825677,,23840.0,1.0,,76.0,,0.00248802,276.0,0.0,97898900.0,0.023473400000000002,721681.0,98601000.0,10534200.0,,23864.0,48663300.0,,,0.0,0.15052000000000001,0.9928790000000001,0.8197979999999999,97898900.0,0.00372209,21540300.0,9194500.0,21631300.0,266.0,21808200.0,17655500.0,0.00310306,21654200.0,49.8228,0.0073192,0.996084,,0.0,50.1054
GTEX-17MFQ-1226-SM-7KFSA,1.0,B1,"6 pieces, confirmed target muscularis, ~35% stroma & trace mucosa, delineated",6.6,Colon,Colon - Sigmoid,0001159,337.0,464.0,BP-53046,RNA Extraction from Paxgene-derived Lysate Plate Based,05/21/2014,LCSET-6680,02/26/2015,TruSeq.v1,RNASEQ,,0.992067,274676.0,0.974201,,0.993892,0.827775,,23007.0,1.0,,76.0,,0.00293514,196.0,0.0,79152500.0,0.0255542,659186.0,79639000.0,6543320.0,,23032.0,39377900.0,,,0.0,0.146427,0.993892,0.8227180000000001,79152500.0,0.00285888,17023600.0,6621350.0,17390000.0,207.0,17392400.0,12804100.0,0.00289708,17156800.0,49.659,0.00827718,0.995717,,0.0,50.5324
GTEX-18464-0011-R10a-SM-72D6X,,"C1, A1",,7.5,Brain,Brain - Frontal Cortex (BA9),0009834,600.0,,BP-54541,RNA isolation_PAXgene Tissue miRNA,07/01/2014,"LCSET-6122,LCSET-6436",12/02/2014,TruSeq.v1,RNASEQ,,0.9913129999999999,206612.0,0.962202,,0.993017,0.8432860000000001,,22482.0,1.0,,76.0,,0.0025011,128.0,0.0,55619700.0,0.0372964,1525640.0,56010800.0,3951080.0,,22495.0,27705400.0,,,0.0,0.11891700000000001,0.993017,0.837397,55619700.0,0.00319616,12162300.0,6960040.0,12285200.0,146.0,12297000.0,7626680.0,0.00284803,12234900.0,49.8736,0.027238400000000003,0.99472,,0.0,50.2513
GTEX-18465-0126-SM-731BN,0.0,C1,6 pieces; well trimmed; minimal dermal fat,7.8,Skin,Skin - Sun Exposed (Lower leg),0004264,780.0,601.0,BP-53829,RNA Extraction from Paxgene-derived Lysate Plate Based,06/12/2014,"LCSET-6123,LCSET-6684",01/21/2015,TruSeq.v1,RNASEQ,,0.9924709999999999,278362.0,0.973641,,0.994077,0.7837,,25109.0,1.0,,76.0,,0.00208358,398.0,0.0,109311000.0,0.026062900000000003,485794.0,109962000.0,6555150.0,,25151.0,54448300.0,,,0.0,0.189941,0.994077,0.779058,109311000.0,0.00264564,23857600.0,10906000.0,24061800.0,334.0,24086800.0,19335800.0,0.00236416,23997500.0,49.9071,0.00441782,0.995684,,0.0,50.2131
GTEX-18465-0226-SM-7LG5M,1.0,C1,2 pieces; 20% fibrous content; deep cassette indentations on 1 piece,6.8,Adipose Tissue,Adipose - Subcutaneous,0002190,782.0,599.0,BP-53102,RNA Extraction from Paxgene-derived Lysate Plate Based,05/22/2014,LCSET-6682,03/22/2015,TruSeq.v1,RNASEQ,,0.9808129999999999,344359.0,0.97824,,0.98541,0.837369,,23044.0,1.0,,76.0,,0.00323614,178.0,0.0,80585200.0,0.021390400000000004,428669.0,81778400.0,11162900.0,,23069.0,39943800.0,,,0.0,0.140871,0.98541,0.825152,80585200.0,0.00542089,17591000.0,9371110.0,17686200.0,188.0,17874900.0,15723200.0,0.00432341,17754100.0,49.8305,0.00524184,0.990008,,0.0,50.135
GTEX-18465-0926-SM-731AY,1.0,C1,"2 pieces; extensive [30%] fibrous scars in both pieces, consistent with old 1nfarcts",6.0,Heart,Heart - Left Ventricle,0006566,805.0,580.0,BP-53829,RNA Extraction from Paxgene-derived Lysate Plate Based,06/12/2014,LCSET-6123,11/07/2014,TruSeq.v1,RNASEQ,,0.991083,125890.0,0.9870389999999999,,0.9934370000000001,0.882073,,18640.0,1.0,,76.0,,0.00146155,364.0,0.0,71007300.0,0.012898500000000002,5226190.0,71476500.0,2635770.0,,18643.0,35362500.0,,,0.0,0.104966,0.9934370000000001,0.876283,71007300.0,0.00192452,15728200.0,15616100.0,16191200.0,334.0,16090900.0,4135340.0,0.00169249,15952000.0,49.7832,0.0731176,0.99579,,0.0,50.7254
GTEX-18A66-1526-SM-72D6Y,1.0,C1,"6 pieces, confirmed target muscularis",7.4,Esophagus,Esophagus - Muscularis,0004648,360.0,363.0,BP-54558,RNA Extraction from Paxgene-derived Lysate Plate Based,07/01/2014,"LCSET-6122,LCSET-6436,LCSET-6557",12/20/2014,TruSeq.v1,RNASEQ,,0.992698,142330.0,0.974843,,0.994157,0.833145,,22508.0,1.0,,76.0,,0.00260785,171.0,0.0,80946000.0,0.0248894,326717.0,81421800.0,4493770.0,,22529.0,40302800.0,,,0.0,0.141698,0.994157,0.828277,80946000.0,0.00345594,17534000.0,6001950.0,17616900.0,196.0,17604200.0,14572100.0,0.00303128,17659400.0,50.0782,0.00401265,0.995616,,0.0,50.118
GTEX-18A6Q-0005-SM-9KNVX,,C1,,9.2,Blood,Whole Blood,0013756,390.0,,BP-51758,RNA isolation_PAXgene Blood RNA (Manual),04/22/2014,LCSET-6806,05/12/2015,TruSeq.v1,RNASEQ,,0.9868110000000001,619689.0,0.965493,,0.9880200000000001,0.735086,,21050.0,1.0,,76.0,,0.00271174,134.0,0.0,89734000.0,0.0339779,197526.0,90822100.0,10325400.0,,21080.0,44684000.0,,,0.0,0.23040700000000003,0.9880200000000001,0.72628,89734000.0,0.00386623,20159000.0,61880400.0,20291700.0,155.0,20317400.0,17669400.0,0.00328828,20264600.0,49.935,0.00217487,0.9892290000000001,,0.0,50.163999999999994
GTEX-18A7A-0826-SM-7KFTJ,1.0,C1,2 pieces; well dissected; no lesions,6.7,Thyroid,Thyroid,0002046,583.0,1187.0,BP-53102,RNA Extraction from Paxgene-derived Lysate Plate Based,05/22/2014,LCSET-6680,02/26/2015,TruSeq.v1,RNASEQ,,0.9910899999999999,258012.0,0.9685969999999999,,0.992818,0.7418140000000001,,24971.0,1.0,,76.0,,0.0030047,207.0,0.0,92972800.0,0.031098900000000002,426643.0,93645300.0,7311170.0,,25014.0,46269400.0,,,0.0,0.22678299999999998,0.992818,0.736487,92972800.0,0.00290733,20296600.0,8317730.0,20567400.0,236.0,20594000.0,14101400.0,0.0029561,20427100.0,49.7965,0.00455595,0.9945459999999999,,0.0,50.3313
